GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2019/02/28 13:03:16.000, -25.929392083, -65.878133118, 1691.4933,  2,  6,  0.4894,  0.4527,  1.3187, -0.1698, -0.1257, -0.2275,-14.00,   1.2
2019/02/28 13:03:17.000, -25.929392085, -65.878133138, 1691.4827,  2,  6,  0.3479,  0.3214,  0.9367, -0.1204, -0.0876, -0.1613,-13.00,   1.2
2019/02/28 13:03:18.000, -25.929392162, -65.878133147, 1691.4607,  2,  6,  0.2845,  0.2629,  0.7661, -0.0984, -0.0711, -0.1318,-12.00,   1.2
2019/02/28 13:03:19.000, -25.929392338, -65.878133189, 1691.4122,  2,  6,  0.2466,  0.2278,  0.6641, -0.0853, -0.0613, -0.1142,-11.00,   1.3
2019/02/28 13:03:20.000, -25.929392391, -65.878133222, 1691.3916,  2,  6,  0.2207,  0.2039,  0.5943, -0.0763, -0.0547, -0.1021,-10.00,   1.3
2019/02/28 13:03:21.000, -25.929392403, -65.878133232, 1691.3893,  2,  6,  0.2016,  0.1861,  0.5427, -0.0697, -0.0498, -0.0931, -9.00,   1.3
2019/02/28 13:03:22.000, -25.929392392, -65.878133225, 1691.3922,  2,  6,  0.1866,  0.1724,  0.5026, -0.0645, -0.0459, -0.0861, -8.00,   1.3
2019/02/28 13:03:23.000, -25.929392425, -65.878133196, 1691.3775,  2,  6,  0.1746,  0.1612,  0.4702, -0.0604, -0.0429, -0.0804, -7.00,   1.2
2019/02/28 13:03:24.000, -25.929392428, -65.878133182, 1691.3798,  2,  6,  0.1646,  0.1520,  0.4432, -0.0569, -0.0403, -0.0756, -6.00,   1.2
2019/02/28 13:03:25.000, -25.929392434, -65.878133174, 1691.3702,  2,  6,  0.1561,  0.1442,  0.4204, -0.0540, -0.0382, -0.0715, -5.00,   1.1
2019/02/28 13:03:26.000, -25.929392442, -65.878133184, 1691.3679,  2,  6,  0.1488,  0.1375,  0.4008, -0.0515, -0.0363, -0.0680, -4.00,   1.1
2019/02/28 13:03:27.000, -25.929392393, -65.878133203, 1691.3703,  2,  6,  0.1425,  0.1316,  0.3836, -0.0493, -0.0347, -0.0648, -3.00,   1.0
2019/02/28 13:03:28.000, -25.929392368, -65.878133166, 1691.3706,  2,  6,  0.1368,  0.1265,  0.3684, -0.0473, -0.0334, -0.0620, -2.00,   1.0
2019/02/28 13:03:29.000, -25.929392321, -65.878133167, 1691.3732,  2,  6,  0.1318,  0.1219,  0.3549, -0.0456, -0.0321, -0.0594, -1.00,   1.0
2019/02/28 13:03:30.000, -25.929392293, -65.878133176, 1691.3675,  2,  6,  0.1273,  0.1177,  0.3427, -0.0440, -0.0311, -0.0571,  0.00,   1.0
2019/02/28 13:04:17.000, -25.929391910, -65.878133098, 1691.4063,  2,  6,  0.1329,  0.1142,  0.3551, -0.0380, -0.0218, -0.0541,-13.00,   1.0
2019/02/28 13:04:18.000, -25.929392208, -65.878133273, 1691.4030,  2,  6,  0.1231,  0.1284,  0.3471, -0.0562, -0.0394, -0.0628,-12.00,   1.0
2019/02/28 13:04:19.000, -25.929392478, -65.878133422, 1691.4117,  2,  6,  0.1226,  0.1150,  0.3391, -0.0436, -0.0375, -0.0557,-11.00,   1.0
2019/02/28 13:04:20.000, -25.929392719, -65.878133584, 1691.4151,  2,  6,  0.1199,  0.1127,  0.3324, -0.0428, -0.0377, -0.0544,-10.00,   1.0
2019/02/28 13:04:21.000, -25.929392939, -65.878133725, 1691.4212,  2,  6,  0.1175,  0.1106,  0.3263, -0.0421, -0.0378, -0.0532, -9.00,   1.0
2019/02/28 13:04:22.000, -25.929393154, -65.878133831, 1691.4202,  2,  6,  0.1153,  0.1088,  0.3209, -0.0414, -0.0380, -0.0522, -8.00,   1.0
2019/02/28 13:04:23.000, -25.929393363, -65.878133939, 1691.4197,  2,  6,  0.1133,  0.1071,  0.3160, -0.0408, -0.0382, -0.0512, -7.00,   1.0
2019/02/28 13:04:24.000, -25.929393554, -65.878134063, 1691.4322,  2,  6,  0.1115,  0.1056,  0.3116, -0.0403, -0.0384, -0.0505, -6.00,   1.0
2019/02/28 13:04:25.000, -25.929393702, -65.878134164, 1691.4310,  2,  6,  0.1099,  0.1042,  0.3076, -0.0398, -0.0387, -0.0498, -5.00,   1.0
2019/02/28 13:04:26.000, -25.929393911, -65.878134260, 1691.4394,  2,  6,  0.1084,  0.1030,  0.3041, -0.0394, -0.0389, -0.0491, -4.00,   1.0
2019/02/28 13:04:27.000, -25.929393964, -65.878134320, 1691.4335,  2,  6,  0.1070,  0.1019,  0.3009, -0.0390, -0.0392, -0.0486, -3.00,   1.0
2019/02/28 13:04:28.000, -25.929394136, -65.878134408, 1691.4369,  2,  6,  0.1058,  0.1009,  0.2980, -0.0387, -0.0395, -0.0481, -2.00,   1.0
2019/02/28 13:04:29.000, -25.929394287, -65.878134476, 1691.4317,  2,  6,  0.1046,  0.1000,  0.2955, -0.0384, -0.0398, -0.0477, -1.00,   1.0
2019/02/28 13:04:30.000, -25.929393694, -65.878134688, 1691.1583,  2,  6,  0.0888,  0.0848,  0.2351, -0.0300, -0.0279,  0.0163,  0.00,   1.0
2019/02/28 13:04:31.000, -25.929393860, -65.878134775, 1691.1780,  2,  6,  0.0906,  0.0870,  0.2444, -0.0312, -0.0323, -0.0047,-29.00,   1.0
2019/02/28 13:04:32.000, -25.929393968, -65.878134837, 1691.1839,  2,  6,  0.0890,  0.0854,  0.2401, -0.0306, -0.0315, -0.0047,-28.00,   1.0
2019/02/28 13:04:33.000, -25.929394078, -65.878134904, 1691.1980,  2,  6,  0.0875,  0.0840,  0.2359, -0.0301, -0.0308, -0.0043,-27.00,   1.0
2019/02/28 13:04:34.000, -25.929394189, -65.878134961, 1691.2074,  2,  6,  0.0860,  0.0825,  0.2319, -0.0296, -0.0301, -0.0031,-26.00,   1.0
2019/02/28 13:04:35.000, -25.929394270, -65.878135006, 1691.2177,  2,  6,  0.0846,  0.0812,  0.2280, -0.0291, -0.0295,  0.0016,-25.00,   1.0
2019/02/28 13:04:36.000, -25.929394359, -65.878135072, 1691.2245,  2,  6,  0.0833,  0.0799,  0.2242, -0.0286, -0.0289,  0.0043,-24.00,   1.0
2019/02/28 13:04:37.000, -25.929394443, -65.878135114, 1691.2323,  2,  6,  0.0820,  0.0786,  0.2205, -0.0281, -0.0283,  0.0062,-23.00,   1.0
2019/02/28 13:04:38.000, -25.929394499, -65.878135174, 1691.2421,  2,  6,  0.0807,  0.0774,  0.2169, -0.0277, -0.0277,  0.0078,-22.00,   1.0
2019/02/28 13:04:39.000, -25.929394537, -65.878135240, 1691.2529,  2,  6,  0.0795,  0.0762,  0.2133, -0.0272, -0.0272,  0.0093,-21.00,   1.0
2019/02/28 13:04:40.000, -25.929394563, -65.878135299, 1691.2554,  2,  6,  0.0783,  0.0751,  0.2099, -0.0268, -0.0267,  0.0108,-20.00,   1.0
2019/02/28 13:04:41.000, -25.929394588, -65.878135362, 1691.2562,  2,  6,  0.0771,  0.0740,  0.2065, -0.0263, -0.0263,  0.0122,-19.00,   1.0
2019/02/28 13:04:42.000, -25.929394594, -65.878135416, 1691.2515,  2,  6,  0.0760,  0.0729,  0.2032, -0.0259, -0.0258,  0.0136,-18.00,   1.0
2019/02/28 13:04:43.000, -25.929394594, -65.878135462, 1691.2488,  2,  6,  0.0749,  0.0719,  0.2000, -0.0255, -0.0255,  0.0150,-17.00,   1.0
2019/02/28 13:04:44.000, -25.929394577, -65.878135507, 1691.2371,  2,  6,  0.0738,  0.0709,  0.1968, -0.0251, -0.0251,  0.0164,-16.00,   1.0
2019/02/28 13:04:45.000, -25.929394547, -65.878135559, 1691.2296,  2,  6,  0.0728,  0.0700,  0.1936, -0.0247, -0.0248,  0.0178,-15.00,   1.0
2019/02/28 13:04:46.000, -25.929394537, -65.878135604, 1691.2231,  2,  6,  0.0720,  0.0694,  0.1918, -0.0244, -0.0249,  0.0183,-14.00,   1.0
2019/02/28 13:04:47.000, -25.929394521, -65.878135626, 1691.2200,  2,  6,  0.0714,  0.0688,  0.1902, -0.0242, -0.0250,  0.0186,-13.00,   1.0
2019/02/28 13:04:48.000, -25.929394506, -65.878135681, 1691.2147,  2,  6,  0.0708,  0.0683,  0.1888, -0.0241, -0.0251,  0.0188,-12.00,   1.0
2019/02/28 13:04:49.000, -25.929394513, -65.878135708, 1691.2168,  2,  6,  0.0702,  0.0678,  0.1875, -0.0239, -0.0252,  0.0187,-11.00,   1.0
2019/02/28 13:04:50.000, -25.929394485, -65.878135742, 1691.2146,  2,  6,  0.0697,  0.0674,  0.1863, -0.0238, -0.0252,  0.0186,-10.00,   1.0
2019/02/28 13:04:51.000, -25.929394462, -65.878135767, 1691.2197,  2,  6,  0.0692,  0.0670,  0.1853, -0.0236, -0.0253,  0.0183, -9.00,   1.0
2019/02/28 13:04:52.000, -25.929394472, -65.878135788, 1691.2219,  2,  6,  0.0688,  0.0666,  0.1845, -0.0236, -0.0254,  0.0180, -8.00,   1.0
2019/02/28 13:04:53.000, -25.929394462, -65.878135817, 1691.2284,  2,  6,  0.0684,  0.0663,  0.1837, -0.0235, -0.0255,  0.0176, -7.00,   1.1
2019/02/28 13:04:54.000, -25.929394449, -65.878135829, 1691.2329,  2,  6,  0.0680,  0.0660,  0.1831, -0.0234, -0.0257,  0.0171, -6.00,   1.1
2019/02/28 13:04:55.000, -25.929394442, -65.878135848, 1691.2353,  2,  6,  0.0677,  0.0657,  0.1826, -0.0234, -0.0258,  0.0166, -5.00,   1.1
2019/02/28 13:04:56.000, -25.929394435, -65.878135855, 1691.2391,  2,  6,  0.0674,  0.0655,  0.1822, -0.0233, -0.0260,  0.0160, -4.00,   1.1
2019/02/28 13:04:57.000, -25.929394413, -65.878135872, 1691.2479,  2,  6,  0.0671,  0.0653,  0.1819, -0.0233, -0.0261,  0.0154, -3.00,   1.1
2019/02/28 13:04:58.000, -25.929394410, -65.878135880, 1691.2508,  2,  6,  0.0669,  0.0651,  0.1817, -0.0233, -0.0263,  0.0147, -2.00,   1.0
2019/02/28 13:04:59.000, -25.929394391, -65.878135881, 1691.2645,  2,  6,  0.0667,  0.0650,  0.1815, -0.0233, -0.0265,  0.0139, -1.00,   1.0
2019/02/28 13:05:00.000, -25.929394071, -65.878135960, 1691.1239,  2,  6,  0.0607,  0.0593,  0.1577, -0.0200, -0.0221,  0.0281,  0.00,   1.0
2019/02/28 13:05:01.000, -25.929394065, -65.878135983, 1691.1492,  2,  6,  0.0649,  0.0640,  0.1754, -0.0224, -0.0277,  0.0231,-29.00,   1.1
2019/02/28 13:05:02.000, -25.929394084, -65.878135989, 1691.1628,  2,  6,  0.0642,  0.0632,  0.1732, -0.0221, -0.0272,  0.0229,-28.00,   1.1
2019/02/28 13:05:03.000, -25.929394091, -65.878136009, 1691.1748,  2,  6,  0.0634,  0.0624,  0.1710, -0.0218, -0.0267,  0.0229,-27.00,   1.1
2019/02/28 13:05:04.000, -25.929394084, -65.878136024, 1691.1748,  2,  6,  0.0627,  0.0617,  0.1689, -0.0215, -0.0261,  0.0228,-26.00,   1.1
2019/02/28 13:05:05.000, -25.929394094, -65.878136038, 1691.1789,  2,  6,  0.0620,  0.0609,  0.1668, -0.0212, -0.0256,  0.0228,-25.00,   1.1
2019/02/28 13:05:06.000, -25.929394078, -65.878136056, 1691.1784,  2,  6,  0.0613,  0.0602,  0.1647, -0.0209, -0.0251,  0.0228,-24.00,   1.1
2019/02/28 13:05:07.000, -25.929394072, -65.878136092, 1691.1760,  2,  6,  0.0606,  0.0595,  0.1626, -0.0207, -0.0247,  0.0228,-23.00,   1.1
2019/02/28 13:05:08.000, -25.929394044, -65.878136073, 1691.1761,  2,  6,  0.0600,  0.0589,  0.1606, -0.0204, -0.0242,  0.0229,-22.00,   1.1
2019/02/28 13:05:09.000, -25.929394056, -65.878136121, 1691.1706,  2,  6,  0.0593,  0.0582,  0.1586, -0.0201, -0.0238,  0.0230,-21.00,   1.1
2019/02/28 13:05:10.000, -25.929394043, -65.878136123, 1691.1630,  2,  6,  0.0587,  0.0575,  0.1566, -0.0199, -0.0233,  0.0231,-20.00,   1.1
2019/02/28 13:05:11.000, -25.929394026, -65.878136144, 1691.1501,  2,  6,  0.0580,  0.0569,  0.1546, -0.0196, -0.0229,  0.0233,-19.00,   1.1
2019/02/28 13:05:12.000, -25.929394014, -65.878136175, 1691.1401,  2,  6,  0.0574,  0.0563,  0.1527, -0.0194, -0.0226,  0.0235,-18.00,   1.1
2019/02/28 13:05:13.000, -25.929393997, -65.878136187, 1691.1243,  2,  6,  0.0568,  0.0557,  0.1508, -0.0191, -0.0222,  0.0237,-17.00,   1.1
2019/02/28 13:05:14.000, -25.929393994, -65.878136219, 1691.1102,  2,  6,  0.0562,  0.0551,  0.1489, -0.0189, -0.0219,  0.0240,-16.00,   1.1
2019/02/28 13:05:15.000, -25.929393986, -65.878136217, 1691.0907,  2,  6,  0.0556,  0.0545,  0.1470, -0.0186, -0.0216,  0.0243,-15.00,   1.1
2019/02/28 13:05:16.000, -25.929393971, -65.878136241, 1691.0739,  2,  6,  0.0554,  0.0544,  0.1468, -0.0186, -0.0217,  0.0242,-14.00,   1.1
2019/02/28 13:05:17.000, -25.929393972, -65.878136270, 1691.0564,  2,  6,  0.0553,  0.0543,  0.1466, -0.0186, -0.0219,  0.0241,-13.00,   1.1
2019/02/28 13:05:18.000, -25.929393972, -65.878136288, 1691.0392,  2,  6,  0.0551,  0.0542,  0.1465, -0.0186, -0.0221,  0.0239,-12.00,   1.1
2019/02/28 13:05:19.000, -25.929393983, -65.878136298, 1691.0216,  2,  6,  0.0550,  0.0542,  0.1466, -0.0186, -0.0222,  0.0236,-11.00,   1.1
2019/02/28 13:05:20.000, -25.929393994, -65.878136317, 1691.0070,  2,  6,  0.0549,  0.0541,  0.1467, -0.0186, -0.0224,  0.0233,-10.00,   1.1
2019/02/28 13:05:21.000, -25.929394001, -65.878136335, 1690.9996,  2,  6,  0.0549,  0.0541,  0.1469, -0.0186, -0.0226,  0.0230, -9.00,   1.1
2019/02/28 13:05:22.000, -25.929393998, -65.878136366, 1690.9841,  2,  6,  0.0548,  0.0541,  0.1472, -0.0187, -0.0229,  0.0226, -8.00,   1.1
2019/02/28 13:05:23.000, -25.929394011, -65.878136382, 1690.9701,  2,  6,  0.0548,  0.0541,  0.1476, -0.0188, -0.0231,  0.0223, -7.00,   1.1
2019/02/28 13:05:24.000, -25.929394019, -65.878136400, 1690.9533,  2,  6,  0.0548,  0.0542,  0.1481, -0.0188, -0.0233,  0.0218, -6.00,   1.1
2019/02/28 13:05:25.000, -25.929394040, -65.878136438, 1690.9378,  2,  6,  0.0549,  0.0543,  0.1486, -0.0189, -0.0236,  0.0214, -5.00,   1.1
2019/02/28 13:05:26.000, -25.929394066, -65.878136449, 1690.9185,  2,  6,  0.0549,  0.0543,  0.1492, -0.0190, -0.0238,  0.0209, -4.00,   1.1
2019/02/28 13:05:27.000, -25.929394080, -65.878136472, 1690.9035,  2,  6,  0.0550,  0.0545,  0.1499, -0.0191, -0.0241,  0.0204, -3.00,   1.1
2019/02/28 13:05:28.000, -25.929394090, -65.878136494, 1690.8869,  2,  6,  0.0551,  0.0546,  0.1506, -0.0192, -0.0244,  0.0199, -2.00,   1.1
2019/02/28 13:05:29.000, -25.929394125, -65.878136513, 1690.8764,  2,  6,  0.0552,  0.0547,  0.1514, -0.0193, -0.0247,  0.0193, -1.00,   1.1
2019/02/28 13:05:30.000, -25.929393878, -65.878136577, 1690.7435,  2,  6,  0.0487,  0.0482,  0.1254, -0.0158, -0.0189,  0.0279,  0.00,   1.1
2019/02/28 13:05:31.000, -25.929393913, -65.878136617, 1690.7408,  2,  6,  0.0542,  0.0542,  0.1480, -0.0188, -0.0253,  0.0231,-29.00,   1.1
2019/02/28 13:05:32.000, -25.929393939, -65.878136639, 1690.7248,  2,  6,  0.0536,  0.0536,  0.1461, -0.0185, -0.0248,  0.0232,-28.00,   1.1
2019/02/28 13:05:33.000, -25.929393977, -65.878136640, 1690.7161,  2,  6,  0.0530,  0.0530,  0.1442, -0.0183, -0.0243,  0.0232,-27.00,   1.1
2019/02/28 13:05:34.000, -25.929393987, -65.878136645, 1690.7070,  2,  6,  0.0525,  0.0524,  0.1423, -0.0180, -0.0239,  0.0233,-26.00,   1.1
2019/02/28 13:05:35.000, -25.929393997, -65.878136634, 1690.6962,  2,  6,  0.0519,  0.0518,  0.1405, -0.0178, -0.0234,  0.0234,-25.00,   1.1
2019/02/28 13:05:36.000, -25.929394019, -65.878136653, 1690.6787,  2,  6,  0.0514,  0.0512,  0.1387, -0.0175, -0.0230,  0.0235,-24.00,   1.1
2019/02/28 13:05:37.000, -25.929394009, -65.878136640, 1690.6676,  2,  6,  0.0508,  0.0506,  0.1369, -0.0173, -0.0225,  0.0236,-23.00,   1.1
2019/02/28 13:05:38.000, -25.929394018, -65.878136662, 1690.6603,  2,  6,  0.0503,  0.0500,  0.1351, -0.0171, -0.0221,  0.0237,-22.00,   1.1
2019/02/28 13:05:39.000, -25.929394035, -65.878136664, 1690.6429,  2,  6,  0.0498,  0.0495,  0.1334, -0.0168, -0.0217,  0.0238,-21.00,   1.1
2019/02/28 13:05:40.000, -25.929394004, -65.878136653, 1690.6251,  2,  6,  0.0492,  0.0490,  0.1317, -0.0166, -0.0213,  0.0239,-20.00,   1.1
2019/02/28 13:05:41.000, -25.929393991, -65.878136645, 1690.6094,  2,  6,  0.0487,  0.0484,  0.1300, -0.0164, -0.0209,  0.0241,-19.00,   1.1
2019/02/28 13:05:42.000, -25.929393989, -65.878136628, 1690.6001,  2,  6,  0.0482,  0.0479,  0.1283, -0.0162, -0.0205,  0.0242,-18.00,   1.1
2019/02/28 13:05:43.000, -25.929393979, -65.878136624, 1690.5878,  2,  6,  0.0478,  0.0474,  0.1267, -0.0159, -0.0202,  0.0244,-17.00,   1.1
2019/02/28 13:05:44.000, -25.929393948, -65.878136623, 1690.5678,  2,  6,  0.0473,  0.0470,  0.1251, -0.0157, -0.0199,  0.0246,-16.00,   1.1
2019/02/28 13:05:45.000, -25.929393912, -65.878136614, 1690.5562,  2,  6,  0.0468,  0.0465,  0.1235, -0.0155, -0.0196,  0.0248,-15.00,   1.1
2019/02/28 13:05:46.000, -25.929393915, -65.878136599, 1690.5449,  2,  6,  0.0468,  0.0465,  0.1238, -0.0155, -0.0198,  0.0247,-14.00,   1.1
2019/02/28 13:05:47.000, -25.929393893, -65.878136589, 1690.5331,  2,  6,  0.0468,  0.0466,  0.1242, -0.0156, -0.0200,  0.0245,-13.00,   1.1
2019/02/28 13:05:48.000, -25.929393841, -65.878136576, 1690.5217,  2,  6,  0.0469,  0.0467,  0.1247, -0.0157, -0.0202,  0.0243,-12.00,   1.1
2019/02/28 13:05:49.000, -25.929393839, -65.878136551, 1690.5193,  2,  6,  0.0470,  0.0468,  0.1253, -0.0158, -0.0205,  0.0241,-11.00,   1.1
2019/02/28 13:05:50.000, -25.929393808, -65.878136535, 1690.5179,  2,  6,  0.0471,  0.0469,  0.1260, -0.0159, -0.0207,  0.0238,-10.00,   1.1
2019/02/28 13:05:51.000, -25.929393797, -65.878136512, 1690.5145,  2,  6,  0.0472,  0.0471,  0.1267, -0.0160, -0.0210,  0.0235, -9.00,   1.1
2019/02/28 13:05:52.000, -25.929393754, -65.878136488, 1690.5143,  2,  6,  0.0473,  0.0473,  0.1275, -0.0161, -0.0212,  0.0232, -8.00,   1.1
2019/02/28 13:05:53.000, -25.929393755, -65.878136450, 1690.5130,  2,  6,  0.0475,  0.0474,  0.1284, -0.0162, -0.0215,  0.0228, -7.00,   1.1
2019/02/28 13:05:54.000, -25.929393711, -65.878136425, 1690.5088,  2,  6,  0.0476,  0.0477,  0.1294, -0.0163, -0.0218,  0.0224, -6.00,   1.1
2019/02/28 13:05:55.000, -25.929393651, -65.878136420, 1690.5063,  2,  6,  0.0478,  0.0479,  0.1304, -0.0165, -0.0221,  0.0221, -5.00,   1.1
2019/02/28 13:05:56.000, -25.929393612, -65.878136384, 1690.5005,  2,  6,  0.0480,  0.0481,  0.1314, -0.0166, -0.0224,  0.0216, -4.00,   1.1
2019/02/28 13:05:57.000, -25.929393589, -65.878136354, 1690.5058,  2,  6,  0.0482,  0.0484,  0.1326, -0.0168, -0.0227,  0.0212, -3.00,   1.1
2019/02/28 13:05:58.000, -25.929393582, -65.878136328, 1690.5063,  2,  6,  0.0485,  0.0487,  0.1338, -0.0170, -0.0231,  0.0207, -2.00,   1.1
2019/02/28 13:05:59.000, -25.929393535, -65.878136305, 1690.5076,  2,  6,  0.0487,  0.0489,  0.1350, -0.0171, -0.0234,  0.0202, -1.00,   1.1
2019/02/28 13:06:00.000, -25.929393329, -65.878136320, 1690.4302,  2,  6,  0.0417,  0.0417,  0.1062, -0.0132, -0.0170,  0.0273,  0.00,   1.1
2019/02/28 13:06:01.000, -25.929393300, -65.878136268, 1690.4452,  2,  6,  0.0481,  0.0486,  0.1327, -0.0168, -0.0238,  0.0226,-29.00,   1.1
2019/02/28 13:06:02.000, -25.929393273, -65.878136239, 1690.4473,  2,  6,  0.0476,  0.0480,  0.1308, -0.0165, -0.0234,  0.0227,-28.00,   1.1
2019/02/28 13:06:03.000, -25.929393242, -65.878136210, 1690.4450,  2,  6,  0.0470,  0.0474,  0.1289, -0.0163, -0.0229,  0.0229,-27.00,   1.1
2019/02/28 13:06:04.000, -25.929393228, -65.878136171, 1690.4493,  2,  6,  0.0465,  0.0469,  0.1271, -0.0160, -0.0225,  0.0230,-26.00,   1.1
2019/02/28 13:06:05.000, -25.929393180, -65.878136143, 1690.4484,  2,  6,  0.0459,  0.0463,  0.1252, -0.0158, -0.0220,  0.0231,-25.00,   1.1
2019/02/28 13:06:06.000, -25.929393164, -65.878136090, 1690.4523,  2,  6,  0.0454,  0.0457,  0.1234, -0.0155, -0.0216,  0.0233,-24.00,   1.1
2019/02/28 13:06:07.000, -25.929393126, -65.878136072, 1690.4526,  2,  6,  0.0449,  0.0452,  0.1217, -0.0153, -0.0212,  0.0234,-23.00,   1.1
2019/02/28 13:06:08.000, -25.929393079, -65.878136043, 1690.4518,  2,  6,  0.0444,  0.0447,  0.1199, -0.0150, -0.0207,  0.0236,-22.00,   1.1
2019/02/28 13:06:09.000, -25.929393064, -65.878136011, 1690.4506,  2,  6,  0.0439,  0.0442,  0.1182, -0.0148, -0.0203,  0.0237,-21.00,   1.1
2019/02/28 13:06:10.000, -25.929393042, -65.878135989, 1690.4518,  2,  6,  0.0435,  0.0437,  0.1166, -0.0146, -0.0199,  0.0239,-20.00,   1.1
2019/02/28 13:06:11.000, -25.929392998, -65.878135967, 1690.4508,  2,  6,  0.0430,  0.0432,  0.1149, -0.0144, -0.0196,  0.0240,-19.00,   1.1
2019/02/28 13:06:12.000, -25.929392967, -65.878135939, 1690.4470,  2,  6,  0.0425,  0.0427,  0.1133, -0.0142, -0.0192,  0.0242,-18.00,   1.1
2019/02/28 13:06:13.000, -25.929392958, -65.878135900, 1690.4554,  2,  6,  0.0421,  0.0423,  0.1117, -0.0139, -0.0189,  0.0244,-17.00,   1.1
2019/02/28 13:06:14.000, -25.929392927, -65.878135876, 1690.4505,  2,  6,  0.0417,  0.0418,  0.1102, -0.0137, -0.0185,  0.0245,-16.00,   1.1
2019/02/28 13:06:15.000, -25.929392900, -65.878135853, 1690.4433,  2,  6,  0.0412,  0.0414,  0.1087, -0.0135, -0.0182,  0.0247,-15.00,   1.1
2019/02/28 13:06:16.000, -25.929392865, -65.878135791, 1690.4424,  2,  6,  0.0414,  0.0415,  0.1093, -0.0136, -0.0185,  0.0246,-14.00,   1.1
2019/02/28 13:06:17.000, -25.929392840, -65.878135777, 1690.4391,  2,  6,  0.0415,  0.0417,  0.1101, -0.0137, -0.0187,  0.0244,-13.00,   1.1
2019/02/28 13:06:18.000, -25.929392823, -65.878135736, 1690.4370,  2,  6,  0.0416,  0.0419,  0.1109, -0.0138, -0.0190,  0.0242,-12.00,   1.1
2019/02/28 13:06:19.000, -25.929392816, -65.878135687, 1690.4391,  2,  6,  0.0418,  0.0421,  0.1118, -0.0140, -0.0193,  0.0239,-11.00,   1.1
2019/02/28 13:06:20.000, -25.929392806, -65.878135647, 1690.4386,  2,  6,  0.0420,  0.0423,  0.1128, -0.0141, -0.0196,  0.0237,-10.00,   1.1
2019/02/28 13:06:21.000, -25.929392792, -65.878135615, 1690.4359,  2,  6,  0.0422,  0.0426,  0.1139, -0.0142, -0.0198,  0.0234, -9.00,   1.1
2019/02/28 13:06:22.000, -25.929392771, -65.878135577, 1690.4379,  2,  6,  0.0424,  0.0428,  0.1150, -0.0144, -0.0201,  0.0231, -8.00,   1.1
2019/02/28 13:06:23.000, -25.929392754, -65.878135549, 1690.4363,  2,  6,  0.0427,  0.0431,  0.1162, -0.0146, -0.0205,  0.0228, -7.00,   1.1
2019/02/28 13:06:24.000, -25.929392754, -65.878135506, 1690.4350,  2,  6,  0.0430,  0.0434,  0.1174, -0.0147, -0.0208,  0.0224, -6.00,   1.1
2019/02/28 13:06:25.000, -25.929392747, -65.878135452, 1690.4367,  2,  6,  0.0432,  0.0437,  0.1188, -0.0149, -0.0211,  0.0221, -5.00,   1.1
2019/02/28 13:06:26.000, -25.929392732, -65.878135402, 1690.4426,  2,  6,  0.0435,  0.0441,  0.1201, -0.0151, -0.0214,  0.0217, -4.00,   1.1
2019/02/28 13:06:27.000, -25.929392747, -65.878135361, 1690.4428,  2,  6,  0.0439,  0.0444,  0.1215, -0.0153, -0.0218,  0.0213, -3.00,   1.1
2019/02/28 13:06:28.000, -25.929392752, -65.878135306, 1690.4400,  2,  6,  0.0442,  0.0448,  0.1230, -0.0155, -0.0221,  0.0208, -2.00,   1.1
2019/02/28 13:06:29.000, -25.929392746, -65.878135247, 1690.4465,  2,  6,  0.0445,  0.0451,  0.1245, -0.0157, -0.0225,  0.0204, -1.00,   1.1
2019/02/28 13:06:30.000, -25.929392568, -65.878135257, 1690.3597,  2,  6,  0.0368,  0.0372,  0.0930, -0.0115, -0.0157,  0.0267,  0.00,   1.1
2019/02/28 13:06:31.000, -25.929392579, -65.878135193, 1690.3772,  2,  6,  0.0441,  0.0449,  0.1229, -0.0154, -0.0228,  0.0220,-29.00,   1.1
2019/02/28 13:06:32.000, -25.929392590, -65.878135142, 1690.3751,  2,  6,  0.0435,  0.0443,  0.1209, -0.0152, -0.0224,  0.0222,-28.00,   1.1
2019/02/28 13:06:33.000, -25.929392598, -65.878135102, 1690.3774,  2,  6,  0.0430,  0.0437,  0.1190, -0.0149, -0.0219,  0.0224,-27.00,   1.1
2019/02/28 13:06:34.000, -25.929392588, -65.878135059, 1690.3744,  2,  6,  0.0425,  0.0432,  0.1171, -0.0147, -0.0215,  0.0226,-26.00,   1.1
2019/02/28 13:06:35.000, -25.929392583, -65.878135019, 1690.3800,  2,  6,  0.0419,  0.0426,  0.1152, -0.0144, -0.0210,  0.0227,-25.00,   1.1
2019/02/28 13:06:36.000, -25.929392576, -65.878134979, 1690.3812,  2,  6,  0.0414,  0.0421,  0.1134, -0.0142, -0.0206,  0.0229,-24.00,   1.1
2019/02/28 13:06:37.000, -25.929392573, -65.878134944, 1690.3821,  2,  6,  0.0409,  0.0416,  0.1115, -0.0139, -0.0202,  0.0231,-23.00,   1.1
2019/02/28 13:06:38.000, -25.929392567, -65.878134913, 1690.3791,  2,  6,  0.0404,  0.0410,  0.1098, -0.0137, -0.0198,  0.0233,-22.00,   1.1
2019/02/28 13:06:39.000, -25.929392540, -65.878134884, 1690.3810,  2,  6,  0.0400,  0.0405,  0.1080, -0.0134, -0.0194,  0.0234,-21.00,   1.1
